timestamp,lat,lon,planned_lat,planned_lon,distance_from_route,bearing_diff,speed,speed_variance,acceleration,time_gap,silent_duration,stationary_duration,signal_drop_flag,route_adherence_ratio,hour_of_day
2025-08-26 22:03:02.918992,40.71528228530723,-74.00351593211258,40.70851940831455,-74.0054564026141,769.577965491628,0,11.54792765590807,0.07415584632044192,0.38493092186360234,30,0,0,0,0.0,22
2025-08-26 22:03:32.919000,40.71582338797184,-73.99888454838259,40.70837612459838,-74.00375584887709,924.2951814722312,0,13.16492297842313,0.7111611176442979,0.05389984408383531,30,0,0,0,0.0,22
2025-08-26 22:04:02.919001,40.72227018548708,-74.00843837326572,40.71762906835611,-74.0104725591382,543.7975549110507,0,35.93457346037115,0.4638209633667013,0.7589883493982673,30,0,0,0,0.0,22
2025-08-26 22:04:32.919002,40.70567899487396,-73.99949155239942,40.71388804433533,-74.00136647675524,926.383907146485,0,66.43383009505794,0.4824550125719643,1.016641887822893,30,0,0,0,0.0,22
2025-08-26 22:05:02.919003,40.713943957622796,-73.99873340748576,40.711569257588984,-74.00599197077369,666.3372725713913,0,30.708031159245134,0.6934752641974729,-1.1908599645270934,30,0,0,0,0.0,22
2025-08-26 22:05:32.919005,40.713320263650644,-73.99627153692067,40.71779027644026,-74.00482821107056,875.8598977337457,0,7.292597809142155,0.8647727585395607,-0.7805144450034327,30,0,0,0,0.0,22
2025-08-26 22:06:02.919006,40.7183150685986,-74.01084516561713,40.71094928984749,-74.00532703059169,941.8714141745769,0,44.93360238882676,0.9374066581661091,1.2547001526561534,30,0,0,0,0.0,22
2025-08-26 22:06:32.919008,40.70410970953659,-74.00072642300148,40.7130548873828,-74.00807714334111,1171.8525008453012,0,59.836954549818074,0.3115347476989345,0.496778405366377,30,0,0,0,0.0,22
2025-08-26 22:07:02.919010,40.71425908207935,-74.0122332600602,40.71078248279771,-74.00288285662579,877.804991273951,0,49.60232879165436,0.9046822922320458,-0.34115419193879054,30,0,0,0,0.0,22
2025-08-26 22:07:32.919011,40.71668736877571,-74.01428078066985,40.71026310205432,-74.00427173790892,1105.4177825893341,0,10.681582347637969,0.29134225417588666,-1.2973582148005462,30,0,0,0,0.0,22
2025-08-26 22:08:02.919013,40.71363376220224,-74.01183643880199,40.710262339455554,-74.00106975219238,981.8615456948263,0,13.238515469436702,0.1553557538146828,0.08523110405995779,30,0,0,0,0.0,22
2025-08-26 22:08:32.919014,40.71838008027222,-74.00371389718697,40.716932362266725,-74.0048770902221,188.47937523325865,0,28.81310166583883,0.9664945485621669,0.5191528732134042,30,0,0,0,0.0,22
2025-08-26 22:09:02.919015,40.71120174842029,-74.00808649231355,40.7106077470921,-74.00695556855571,115.96933353092506,0,29.30545728387299,0.4333225192472294,0.01641185393447202,30,0,0,0,0.0,22
2025-08-26 22:09:32.919024,40.7090457866663,-74.00450237641502,40.71270669521447,-74.00394541331332,409.77239964101045,0,12.85536425486501,0.2816730670966685,-0.548336434300266,30,0,0,0,0.0,22
2025-08-26 22:10:02.919025,40.72163949015668,-74.010045497802,40.710093110046245,-74.00398184271087,1381.870822811616,0,49.207668010485776,0.9014503322031017,1.2117434585206923,30,0,0,0,0.0,22
